irn,DesLabel0(+ group='1'),DesDescription0(+ group='1'),DesBiblioRef0(+ group='1').irn,DesLabel0(+ group='2'),DesDescription0(+ group='2'),DesBiblioRef0(+ group='2').irn,DesLabel0(+ group='3'),DesDescription0(+ group='3'),DesBiblioRef0(+ group='3').irn,DesLabel0(+ group='4'),DesDescription0(+ group='4'),DesBiblioRef0(+ group='4').irn,DesLabel0(+ group='5'),DesDescription0(+ group='5'),DesBiblioRef0(+ group='5').irn,DesLabel0(+ group='6'),DesDescription0(+ group='6'),DesBiblioRef0(+ group='6').irn,DesLabel0(+ group='7'),DesDescription0(+ group='7'),DesBiblioRef0(+ group='7').irn
314934,Type Description,"
Reise nach Mossambique, Saugethiere, p. 67.
",41852,Description,Look for a bright yellow underside to help identify this common genus of bat.,41852,Type Locality,"
Mozambique, Mozambique Isl, 15°S.
",41852,Measurements, Head and body: 56-70 mmTail length: 37-55 mmForearm Length: 43-50 mm,41852,,,,,,,,,
312749,Type Description,"
Abh. Phys. Klasse K. Pruess Konigl. Akad. Wiss., p. 84.
",41852,Description,The absence of teeth and presence of scales over the entire body differentiate this mammal from all others in Tanzania.,41852,Type Locality,"
Not Indicated.
",41852,Distribution,"Inhabiting forest, forest mosaics and savanna, Manis gigantea is distributed from Guinea to Togo and from the Cameroons and northern Angola across to Uganda, and the western parts of Kenya and Tanzania. (Kingdon, 1984, 1997)Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. University of Chicago Press, Chicago, 1:358-363.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 291-292.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1239-1242.
 
",41852,Measurements, Total length: 1185-1650 mmTail length: 550-700 mmWeight: 33 kg,41852,,,,,,
312752,Type Description,"
Enumer. Mamm. Capensium, p. 54.
",41852,Description,The absence of teeth and presence of scales over the entire body differentiate this mammal from all others in Tanzania.,41852,Type Locality,"
South Africa, Northern Cape Prov., Latakou (= Litakun), near Kuruman.
",41852,Distribution,"With a distribution range from the central part of Chad and Sudan around down through Kenya and into Tanzania and Mozambique and across the south-central part to southern Angola, Namibia and northern South Africa, Manis temminckii can be found below 1,700 m throughout woodland, grassland, and savanna areas close to water resources with a preference for sandy and rocky soils. (Kingdon, 1984, 1997)",41852,Measurements, Total length: 690-1070 mmHead and body: 340-610 mmTail length: 350-475 mmWeight: 7-18 kg,41852,,,,,,
312754,Type Description,"
Ann. Sci. Phys. Brux., 7:215.
",41852,Description,The absence of teeth and presence of scales over the entire body differentiate this mammal from all others in Tanzania.,41852,Type Locality,"
West Africa, 'Guinea'.
",41852,Measurements, Total length: 630-1027 mmHead and body: 300-430 mmTail length: 350-607 mmWeight: 1.6-3 kg,41852,,,,,,,,,
310855,Type Description,"
Ofv. K. Svenska Vet.-Akad. Forhandl, Stockholm, 3:121.
",41852,Description,Jackals are omnivorous and found in a variety of habitats.,41852,Type Locality,"
'Caffraria Interiore'; listed as 'Magaliesberg' [South Africa] by Sclater (1900).
",41852,Distribution,"The most widespread of the species, Canis adustus is distributed both north and south of the forest belt in moist habitats, ranging from various savannas, thickets, forests, cultivation, swamps, floodplains and montane areas up to 2,700 m and is absent in the drier south, north and northeast. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 650-810 mmTail length: 300-410 mmWeight: 6.5-14 kg,41852,,,,,,
310856,Type Description,"
Syst. Nat., 10th ed., 1:40.
",41852,Description,Jackals are omnivorous and found in a variety of habitats.,41852,Type Locality,"
""oriente"", restricted by Thomas (1911a) to ""Benná Mts., Laristan, S. Persia"" [Iran].
",41852,Measurements, Head and body: 740-1060 mmTail length: 200-300 mmWeight: 7-15 kg,41852,,,,,,,,,
310859,Type Description,"
Die Saugethiere, 2(14):pl. 95 [1775]; text, 3(21):370 [1776].
",41852,Description,Jackals are omnivorous and found in a variety of habitats.,41852,Type Locality,"
'Vorgebirge der guten Hofnung' [South Africa, Western Cape Prov., Cape of Good Hope].
",41852,Distribution,"Distributed in the drier areas of Africa, like Ethiopia, Somalia, Kenya and Tanzania in the north and from Angola to Mozambique down to South Africa in the south, Canis mesomelas prefers acacia savannas, woodlands, and thickets but can be found in most habitat types from upland velds and mountains to coastal desert. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 680-745 mmTail length: 300-380 mmWeight: 7-13.5 kg,41852,,,,,,
312668,Type Description,"
Ann. Gen. Sci. Phys., 3:54, pl. 35.
",41852,Description,"The pattern of blotches is characteristic of this carnivore.  Populations of hunting dogs are suffering from diseases introduced by domestic dogs, among other threats.",41852,Type Locality,"
'á la côte de Mosambique' [Mozambique].
",41852,Distribution,"The range of Lycaon pictus is fragmented throughout the non-forested and non-desert areas of Africa south of the Sahara, where they can be found in the woodlands, savannas, grasslands, and steppe but prefer the open country where prey is abundant. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 760-1120 mmTail length: 300-410 mmWeight: 17-36 kg,41852,,,,,,
313844,Type Description,"
Mammalogie, In Encyclop. Meth., 2(Suppl.):538.
",41852,Description,The long ears and bushy black-tipped tail help to distinguish this canid.,41852,Type Locality,"
'le Cap de Bonne-Esperance' [South Africa, Western Cape Prov., Cape of Good Hope].
",41852,Distribution,"Distributed in the semi-arid zones of the Kalahari region in the south and northeast Africa including from southern Sudan to Somalia down into Tanzania, Otocyon megalotis can be found in the dry, open acacia woodlands, savannas, steppes and grassy plains from sea-level to the dry plateaus and uplands inland. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 470-660 mmTail length: 230-340 mmWeight: 3-5.3 kg,41852,,,,,,
310330,Type Description,"
Die Saugethiere, 2(15):pl. 105 [1775]; text 3(22):392 [1777].
",41852,Description,"This strange cat is known for its high speed and inability to retract its claws unlike all other cats.  Genetic tests have shown all cheetahs to be very similar to one another, even when African forms are compared to Asian populations.",41852,Type Locality,"
'südliche Afrika; man bekömmt die Felle vom Vorgebirge der guten Hofnung' [South Africa, Western Cape Province, Cape of Good Hope].
",41852,Distribution,"Found in patchy covering of savannas, and grasslands, Acinonyx jubatus ranges south of the Sahara in fragmented areas but is absent from very dry desert and extensive forests. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 1120-1500 mmTail length: 600-800 mmWeight: 35-65 kg,41852,,,,,,
310883,Type Description,"
Die Saugethiere, 3(16):pl. 110 [1776]; text 3(24):413, 587 [1777].
",41852,Description,The caracal is recognizable by the black tufts on the tips of the ears that may be signals to other caracals.,41852,Type Locality,"
'Vorgebirge der guten Hofnung', restricted by J. A. Allen (1924:281) to 'Table Mountain, near Cape Town, South Africa'.
",41852,Distribution,"Found in the arid or semi-arid habitats from steppes, savannas, and bushland to rocky hills, woodlands, and thickets, Caracal caracal is distributed throughout most of Africa south of the Sahara except in the forested areas of central Africa and in the far north along the coastline from Morocco to western Egypt. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 600-915 mmTail length: 230-310 mmWeight: 14.5-19 kg,41852,,,,,,
311897,Type Description,"
Die Saugethiere, 3(23):397.
",41852,Description,While it resembles the domestic cat (to which it is closely related) there is much variation in coat color within the species.,41852,Type Locality,"
Not given. Fixed by Haltenorth (1953) as 'ielleicht Nordfrankreich'. Listed by Pocock (1951) as 'Germany'.
",41852,Distribution,"Widely distributed throughout Africa, Felis silvestris can be found in almost all habitats from woodlands, savannas, grasslands, and steppes except extensive areas of desert and rainforest. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 470-660 mmTail length: 200-380 mmWeight: 3-6.5 kg,41852,,,,,,
312543,Type Description,"
Die Saugethiere, 3(16):pl. 108 [1776]; text 3(23):407 [1777].
",41852,Description,"The serval is recognizable by the large ears, relatively long legs and a tail that is shorter than 1/2 the length of the head and body.  It is the smallest of the spotted cats of Tanzania.",41852,Type Locality,"
'Ostindien und Tibet in gebirgegen Gegenden, vielleicht auch am Vorgebirge der guten Hofnung und dem heissern Afrika'; restricted by J. A. Allen (1924) to the 'Cape region of South Africa'.
",41852,Distribution,"Distributed throughout Africa south of the Sahara except in the rainforests of central Africa and the Kalihari desert in the southwest and also in one small, restricted area of northern Morocco, Leptailurus serval is found in grassy savannas, subalpine habitats like bamboo and forest, montane mosaics of moorlands, and grassy glades. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 670-1000 mmTail length: 240-350 mmWeight: 8.7-18 kg,41852,,,,,,
313908,Type Description,"
Syst. Nat., 10th ed., 1:41.
",41852,Description,Males have manes (but not always) and look for the tufted tail and black markings on the backs of the ears on both sexes.,41852,Type Locality,"
'Africa', restricted by J. A. Allen (1924:222) to 'the Barbary coast region of Africa, or, more explicitly, Constantine, Algeria'.
",41852,Distribution,"Distributed over a fragmented range south of the Sahara within reserves and national parks, Panthera leo can be found in all vegetation types except most extensive forests and dry deserts. (Kingdon, 1989, 1997)Key Reference:1. Kingdon, J. 1989. East African mammals: An atlas of evolution in Africa. (Carnivores). University of Chicago Press, Chicago, 3A:366-395. 2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 284-285.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:793-796, 821-824, 832-834.
 
",41852,Measurements, Total length: 2380-3280 mmHead and body: 1580-2500 mmTail length: 610-1000 mmWeight: 122-238 kg,41852,,,,,,
564630,Type Description,"
Syst. Nat., 10th ed., 1:41.
",41852,Description,This beautiful cat has much variety in colour and pattern of spots.  Melanistic forms are not uncommon.,41852,Type Locality,"
'Indiis', fixed by Thomas (1911a:135), as 'Egypt'; see discussion by Pocock (1930).
",41852,Distribution,"This forest species, Panthera pardus, can be found in broken terrain and heavy vegetation throughout most of Africa south of the Sahara except in parts of South Africa and the Horn of Africa and is also found on Zanzibar Island. (Kingdon, 1989, 1997)Key Reference:1. Kingdon, J. 1989. East African mammals: An atlas of evolution in Africa. (Carnivores). University of Chicago Press, Chicago, 3A:348-365. 2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 282-283.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:793-796, 821-824, 828-831.
 
",41852,Measurements, Head and body: 1040-1800 mmTail length: 670-1100 mmWeight: 28-90 kg,41852,,,,,,
310616,Type Description,"
Regn. Anim., Nouv. ed., 1:158.
",41852,Description,"Living in marshy environments, this all brown mongoose has a blunt nose.",41852,Type Locality,"
'une grand des marais du Cap' [South Africa, Western Cape Prov., Cape of Good Hope].
",41852,Distribution,"Widely distributed over the well-watered regions south of the Sahara except for the Somali, Namib, and Kalahari arid and semi-arid regions, Atilax paludinosus is found from sea-level up to 2,500 m, inhabiting swampy vegetation bordering rivers and lakes and has also been recorded in forested or humid areas, and papyrus swamps. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 460-620 mmTail length: 320-530 mmHindfoot length: 95-105 mmWeight: 2.5-4.1 kg,41852,,,,,,
757636,Type Description,"
Monatsb. K. Preuss. Akad. Wiss. Berlin, 1852:81.
",41852,Description,The bushy-tailed mongoose is recognizable by its bushy tail and the presence of 4 digits on all 4 feet.,41852,Type Locality,"
'Africa orient., Tette, Boror, 17-18° Lat. Austr'. (pg. 82). Restricted by Moreau et al. (1945:410) to 'Tette' [Mozambique].
",41852,Distribution,"Inhabiting woodlands, moist savannas, dense vegetation around rocky outcrops and coastal thickets, dry forests and well-vegetated valleys of the Miombo woodlands, Bdeogale crassicauda is widely distributed in the southeastern section of Africa from Tanzania to Malawi, northern Zambia and Mozambique and also on Zanzibar Island. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 400-500 mmTail length: 200-300 mmHindfoot length: 74-90 mmWeight: 1.5-1.6 kg,41852,,,,,,
757635,Type Description,"
Ann. Mag. Nat. Hist., ser. 6, 13:522.
",41852,Description,The bushy-tailed mongoose is recognizable by its bushy tail and the presence of 4 digits on all 4 feet.,41852,Type Locality,"
'Mianzini, Masailand, 8000 feet [2438 m]' (pg. 523). Restricted by Moreau et al. (1945:410) to 'Mianzini . . . A few miles E.S.E. of Naivasha and on the southern end of the Kinangop Plateau . . . 9000 ft [2743 m]' [Kenya].
",41852,Distribution,"Bdeogale jacksoni is restricted to the montane forests and bamboo zones of southwestern Kenya and possibly into northern Tanzania. (Kingdon 1997)Key Reference:1. Kingdon, J. 1989. East African mammals: An atlas of evolution in Africa. (Carnivores). University of Chicago Press, Chicago, 3A:243-253. 2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 255-257.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:766-768, 779-780.
 
",41852,Measurements, Head and body: 520-570 mmTail length: 270-360 mmHindfoot length: 82-106 mmWeight: 2-3 kg,41852,,,,,,
311940,Type Description,"
Neue Wirbelt. Fauna Abyssin. Gehorig. Saugeth., 1:27.
",41852,Description,Galerella sanguinea is variable in coat color and is often melanistic.,41852,Type Locality,"
'Kordofan' [Sudan].
",41852,Distribution,"One of the most successful and widely distributed African carnivores, Galerella sanguinea ranges south of the Sahara down to Orange River in South Africa from sea-level up to 2,500 m, where it can be found in montane forests, woodland, savannas, thicket, papyrus and forest swamps, and all forest habitats (from dry Acacia to rainforests). (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 268-338 mmTail length: 240-290 mmHindfoot length: 55-64 mmWeight: 350-683 g,41852,,,,,,
756177,Type Description,"
Ofv. K. Svenska Vet.-Akad. Forhandl, Stockholm, 1846. 3(4):121 [1847].
",41852,Description,"This small mongoose is a common savannah inhabitant and is often seen around termite mounds, which provide shelter.  Helogale is a social animal.",41852,Type Locality,"
'Caffraria superiore, juxta tropicum', restricted by Roberts (1951) to 'Zoutpansberg' [South Africa].
",41852,Distribution,"Widely distributed from Eritrea and Somalia down to northern South Africa and up into Angola and the southern Congo up to 2,000 m, Helogale parvula is found in warmer areas of the savannas, thickets, woodlands, and bush and avoid highlands and forests. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 180-260 mmTail length: 120-200 mmHindfoot length: 38-46 mmWeight: 230-680 g,41852,,,,,,
756167,Type Description,"
Syst. Nat., 10th ed., 1:43.
",41852,Description,The black tip to the tail of Herpestes ichneumon causes some people to call it the black-tipped mongoose.,41852,Type Locality,"
'in &Aeliggypto ad ripas Nili, . . . In India primario; mansuescit', restricted by Thomas (1911a) to 'Egypt'.
",41852,Distribution,"Widely distributed throughout Africa except in areas that are absent of water like the Sahara, the Horn of Africa and the Namib desert and absent from true forests in the western Congo basin to the Cameroons and Gabon, Herpestes ichneumon can be commonly found in moist savannas, extensive forest clearings, grasslands, floodplains, coastal littorals, lakeshores and river valleys. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 480-600 mmTail length: 330-540 mmHindfoot length: 90-98 mmWeight: 1.7-4 kg,41852,,,,,,
756154,Type Description,"
Bull. Liverpool Mus., 3:35.
",41852,Type Locality,"
""Cameroon River, West Africa"" [Cameroon].
",41852,Measurements," Head and body: 520-590 mmTail length: 360-430 mmWeight: 3-4.2 kgKey Reference:1. Kingdon, J. 1989. East African mammals: An atlas of evolution in Africa. (Carnivores). University of Chicago Press, Chicago, 3A:183. 2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 241.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:766-768, 771-773.
 
",41852,,,,,,,,,,,,
755958,Type Description,"
Regn. Anim., Nouv. ed. 2, 1:158.
",41852,Description,Ichneumia lives in a variety of habitats and is recognizable by the thick bushy white tail (although other coat colorations have been documented).,41852,Type Locality,"
'l'Afrique australe et le Sénégal'.
",41852,Distribution,"Widespread throughout Africa south of the Sahara excluding the rainforests and the southwest, Ichneumia albicauda flourishes in grassy savannas and clearings, tropical woodlands, cultivation, suburbia and ranchlands up to 2,500 m. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 530-710 mmTail length: 400-470 mmHindfoot length: 100-123 mmWeight: 2.6-5.2 kg,41852,,,,,,
755241,Type Description,"
In Linnaeus, Syst. Nat., 13th ed., 1:84.
",41852,Description,The vertical bands on this mongoose easily distinguish it.,41852,Type Locality,"
'Bengala, Persia, aliisque asiae', restricted by Ogilby (1835:101) to 'Gambia'. However, Thomas (1882) believed it to be in the eastern part of South Africa, [former] Cape Prov., as did Roberts (1929).
",41852,Distribution,"Ranging in various habitats like woodlands, savannas, grasslands, forest/cultivation mosaics, and Acacia scrub, Mungos mungo is distributed throughout East and central Africa south of the Sahara and not intruding on the central rainforests from Senegal in the west over to Somalia in the east down through Tanzania, Mozambique and the northern Cape and over to Gabon and Angola. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 330-406 mmTail length: 150-285 mmHindfoot length: 67-75 mmWeight: 1.6-2.25 kg,41852,,,,,,
753890,Type Description,"
Gray, J. E. 1864 [1865]. A revision of the genera and species of viverrine animals (Viverridae) founded on the collection in the British Museum. Proceedings og the Zoological Society of London, 1864:502-579.
",41852,Description,This rare mongoose can be distinguished by certain sections of the fur along the sides of the throat laying against the direction of the rest of the fur.,41852,Type Locality,"
'from a ravine on the outskirts of the Otto Estate, near Mbweni, about 2½ miles [4 km] west of Kilosa, Tanganyika Territory'.
",41852,Distribution,"Rarely seen and restricted to the woodland belt in southeastern Africa from Tanzania in the north down to southern Congo, Zambia, Zimbabwe, and Mozambique, Rhynchogale melleri is found in moist and heavily grassed or wooded areas in well-watered and shallow valleys. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 440-480 mmTail length: 280-400 mmHindfoot length: 95-101 mmWeight: 1.7-3 kg,41852,,,,,,
756890,Type Description,"
Syst. Regni Anim., 1:578.
",41852,Description,This hyaena is easily identifiable by the spots.  Crocuta is the most frequently seen of the two hyaenas in Tanzania and is often heard calling at night.,41852,Type Locality,"
'Guinea, Aethiopia, ad caput bonae spei in terrae rupiumque caueis', restricted by Cabrera (1911:95) to 'Senegambia'.
",41852,Distribution,"Widely distributed in a fragmented fashion throughout Africa south of the Sahara down to Namibia and Botswana, Crocuta crocuta is not found in wooded or forested country but in open savannas, Acacia communities, montane moors and grasslands, dry steppe, and plains up to 4,000 m. (Kingdon, 1989, 1997)Key Reference:1. Kingdon, J. 1989. East African mammals: An atlas of evolution in Africa. (Carnivores). University of Chicago Press, Chicago, 3A:260-279. 2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 261-263.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:786, 791-793.
 
",41852,Measurements, Head and body: 950-1500 mmTail length: 300-360 mmWeight: 40-86 kg,41852,,,,,,
756037,Type Description,"
Syst. Nat., 10th ed., 1:40.
",41852,Description,"The stripes on this animal differentiate it from Crocuta, the other hyaena known from Tanzania.",41852,Type Locality,"
'India', restricted by Thomas (1911a:134) to 'Benna Mts., Laristan, S. Persia'.
",41852,Distribution,"Preferring dry country like arid steppe, sub-desert, Acacia scrub, dry savannas, open montane habitats, and rocky escarpments, Hyaena hyaena is distributed throughout northern and northeastern Africa from the southern border of the Sahara desert up to the northern coastline and is also present in East Africa including Somalia, Kenya, Uganda and northern and central Tanzania.  (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 910-1200 mmTail length: 260-320 mmWeight: 37-55 kg,41852,,,,,,
754227,Type Description,"
Resa Goda-Hopps-Udden., I. 1:581.
",41852,Description,The very small teeth behind the canines distinuish this mammal from all other carnivores.,41852,Type Locality,"
English translation (Sparrman, 1786) of original locality: 'Agter-Bruntjes hoogte. . . Thich takes in the upper part of Kleine Visch-river, and is separated from Camdebo by Bruntjes hoogtens . . .'; listed in G. M. Allen (1939) as 'Near Little Fish River, Somerset East, Cape Colony' [South Africa].
",41852,Distribution,"Distributed in the south from southern Angola to Mozambique and south to the coastline and in the northeast from central Tanzania through Kenya, Uganda, southern Ethiopia and Somalia and north along the coastline to Eritrea, Proteles is found in heavily grazed areas, trampled grasslands and savannas, sandy plains and plateaus where termites flourish. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 550-800 mmTail length: 200-300 mmWeight: 9-14 kg,41852,,,,,,
757857,Type Description,"
In G. Cuvier, Das Thierreich, 1:211.
",41852,Description,"This otter has unwebbed digits on the feet and very small nails.  The light coloration on the chin is not mottled, unlike the spot-necked otter.",41852,Type Locality,"
'Capischer otter. . Afrika' [South Africa, (former) Cape Province].
",41852,Distribution,"Very patchy distribution throughout Africa south of the Sahara except in the central Congo basin from sea-level to 3,000 m, Aonyx capensis inhabits swamps, rivers, streams, lakes, marshes, and dams where prey is abundant, as well as estuaries and inshore sea near mangroves or tall cliffs.  (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 720-910 mmTail length: 400-710 mmWeight: 13-28 kg,41852,,,,,,
756030,Type Description,"
Arch. Naturgesch., 1:89.
",41852,Description,"The spots on the neck of this animal, webbed toes with claws and smaller size differentiate it from the other otter known in Tanzania: Aonyx capensis.",41852,Type Locality,"

",41852,Measurements, Head and body: 460-760 mmTail length: 300-510 mmWeight: 3-9 kg,41852,,,,,,,,,
755953,Type Description,"
Arcana, Mus. Nat. Hist. Signature Y, Fig. [41][1810].
",41852,Description,The black band over the top of the head differentiate the zorilla from the striped weasel.,41852,Type Locality,"
'South America'. This is clearly in error and Hollister (1918) fixed the type locality as 'Cape of Good Hope'. [South Africa].
",41852,Distribution,"Ictonyx striatus is common within cool, well-grazed grassy uplands and in steppe country throughout Africa south of the Sahara, except in moist forest and woodland zones and the tip of the Horn of Africa. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 280-380 mmTail length: 200-300 mmWeight: 1.02-1.4 kg,41852,,,,,,
755520,Type Description,"
Die Saugethiere, 3(18):pl. 125 [1776]; text, 3(26):450 [1777].
",41852,Description,"This mustelid is recognized by the white forehead and white back, with black underside.",41852,Type Locality,"
'Vorgebirge der guten Hofnung' [South Africa, Western Cape Prov., Cape of Good Hope].
",41852,Distribution,"Ranging throughout all of Africa except for the driest areas of the Sahara north to the Mediterranean, Mellivora capensis can be commonly found in open woodland and patchy in forests, waterless desert steppe, Afro-alpine moorland and in coastal scrub. (Kingdon, 1997)
Key Reference:1. Kingdon, J. 1989. East African mammals: An atlas of evolution in Africa. (Carnivores). University of Chicago Press, Chicago, 3A:86-103. 2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 232-233.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:704-705, 737-739.

 
",41852,Measurements, Head and body: 600-770 mmTail length: 160-300 mmWeight: 7-13 kg,41852,,,,,,
754341,Type Description,"
Proc. Zool. Soc. Lond., 1864:69, plate X.
",41852,Description,"The uninterupted white crown on the head distinguish this animal from the similar zorilla, which has a black stripe along the head.",41852,Type Locality,"
'it was without any habitat'. Fixed by Coetzee (1977b) as 'Cape Colony'.
",41852,Distribution,"Poecilogale albinucha is distributed from the southern half of the Congo basin and Angola to Tanzania and Mozambique with an isolated area in the southern Cape in South Africa, Namibia and Botswana where it is found in uplands with excessive grasslands and in high velds. (Kingdon, 1989, 1997)
",41852,Measurements, Head and body: 250-360 mmTail length: 130-230 mmWeight: 330-350 g,41852,,,,,,
755108,Type Description,"
Gray, J. E. 1828-1830 [-1924]. Spilcilegia zoological; or original figures and short systematic descriptions of new and unfigured animals. London, 1:1-8[1828]; 2:9-12[1830]; 3:1-13[1924].
",41852,Description,Look for two very pale spots on the shoulder (these can be very subtle) and a very reduced auditory bulla.  The vocalizations of this animal can sound much like an owl.,41852,Type Locality,"
'Africa, Ashantee' [Ghana; Ashanti Region; aproximately at 6°55'N 0°32'E].
",41852,Distribution,"A common species found in rainforests and cultivation mosaics that follow partial or extensive clearance of the forest throughout most areas of East Africa, Nandinia binotata is distributed throughout tropical Africa from Sierra Leone along the coast to northern Angola and over to western Uganda and Tanzania and southern Kenya and with a scattered distribution area along the montane areas from the EAM range down into Zimbabwe. (Kingdon, 1989, 1997)",41852,Measurements, Total length: 762-1011 mmHead and body: 450-580 mmTail length: 500-620 mmHindfoot length: 70-89 mmEar length: 35-40 mmWeight: 1.7-2.1 kg,41852,,,,,,
757142,Type Description,"
Die Saugethiere, 3(16):pl. 111 [1776]; text 3(24):418, 3:index, p. 587 [1777].
",41852,Description,A nocturnal carnivore with strong scent glands in the anal region.  The civet is omnivorous eating both plants and animals.,41852,Type Locality,"
'Guinea, Kongo, das Vorgebirge der guten Hofnung und Aethiopien', restriced by Allen (1924:117) to 'Guinea'.
",41852,Distribution,"Distributed throughout most of Africa south of the Sahara, except in areas of the Horn of Africa and Namibia, Botswana, and South Africa, Civettictis civetta is found in lowland and montane forests, cultivation, fallow, marsh, grassy savannas, reed beds, and cane breaks of elephant grass. (Kingdon, 1989, 1997)",41852,Measurements, Total length: 1020-1150 mmHead and body: 680-890 mmTail length: 445-463 mmHindfoot length: 124-125 mmEar length: 50-56 mmWeight: 7-20 kg,41852,,,,,,
751036,Type Description,"
J. Sci. Math. Phys. Nat. Lisboa, ser. 1, 9:29.
",41852,Description,The genets are recognized by the ringed long tail and spots in rows on the side of the animal.  There is only one longitudinal stripe along the back of the animal.,41852,Type Locality,"
'Calcuimba' [placed in Angola, Caconda (13°47'S, 15°08'E)].
",41852,Distribution,"Genetta angolensis can be found in the Miombo woodlands from Angola to Mozambique and up to Tanzania preferring moister woodlands, riverine vegetation and forest galleries. (Kingdon, 1997)",41852,Measurements, Head and body: 440-480 mmTail length: 380-430 mmWeight: 1.3-2 kg,41852,,,,,,
751043,Type Description,"
Syst. Nat., 10th ed., 1:45.
",41852,Description,The genets are recognized by the ringed long tail and spots in rows on the side of the animal.  There is only one longitudinal stripe along the back of the animal.,41852,Type Locality,"
'oriente juxta rivos', restricted by Linnaeus (1766) to 'oriente juxta rivos, Hispania', later listed by Thomas (1911a) as 'Spain'. Cabrera (1914), synonymizing G. peninsulae, further restricted the type locality to 'El Pardo, cerca de Madrid' [Spain, El Pardo, near Madrid (40°32'N, 3°46'W)].
",41852,Distribution,"Genetta genetta is adapted to arid areas from the north-African coastline down along the west coast to Senegal and east to Somalia, Kenya and Tanzania with a second area from Angola to the Congo down to South Africa. This species inhabits drier bush and woodlands to sparsely bushed near-desert and rocky, hill country where they can live without water. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 420-630 mmTail length: 390-530 mmHindfoot length: 70-97 mmWeight: 1-2.3 kg,41852,,,,,,
751041,Type Description,"
Gray, J. E. 1828-1830 [-1924]. Spilcilegia zoological; or original figures and short systematic descriptions of new and unfigured animals. London, 1:1-8[1828]; 2:9-12[1830]; 3:1-13[1924].
",41852,Description,The genets are recognized by the ringed long tail and spots in rows on the side of the animal.  There is only one longitudinal stripe along the back of the animal.,41852,Type Locality,"
'in Africa Boreali'. Subsequently redefined by Gaubert et al. (2003b) as '6 km from Hirna (Harrar Road, 2180m), Ethiopia', following designation of a neotype.
",41852,Distribution,"Widely distributed throughout the central part of Africa from the Cameroons and Gabon in the west over to Ethiopia, Somalia (except the Horn of Africa), and Kenya in the east and down in the Dem. Rep. of Congo and Tanzania, Genetta maculata can be found in rainforests, riverine vegetation, secondary growth, moist woodlands, cultivation, suburbia, reed beds, swamp forests, and grassy savannas. (Kingdon, 1989, 1997)",41852,Measurements, Head and body: 400-550 mmTail length: 400-540 mmWeight: 1.2-3.1 kg,41852,,,,,,
